id,date,type,city,state,ideology,group,description,image
14358,5/23/20,White Supremacist Propaganda,Los Angeles,CA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda in Century City that read: ""Reject poison,"" ""America is not for sale,"" ""Not stolen conquered,"" and ""Patriotfront.us.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Reject%20poison_sample.jpg
14359,5/23/20,White Supremacist Propaganda,College Station,TX,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America is not for sale,"" ""America first,"" and ""Patriotfront.us.""",https://www.adl.org/sites/default/files/2020-02/PF%20America%20is%20not%20for%20sale_sample.jpg
14360,5/23/20,White Supremacist Propaganda,Crown Point,NY,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Life liberty victory,"" ""For the nation against the state,"" ""Better dead than red,"" and ""Our tradition is revolution.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Better%20dead%20than%20red%20sticker_sample.jpg
14361,5/23/20,White Supremacist Propaganda,Doniphan,NE,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""America first"" and ""For the nation against the state.""",https://www.adl.org/sites/default/files/2020-02/PF%20For%20the%20nation_sample.jpg
14362,5/23/20,White Supremacist Propaganda,Edina,MN,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""America is not for sale"" and ""Reclaim America.""",https://www.adl.org/sites/default/files/2019-03/PF%20reclaim%20America.jpg
14363,5/23/20,White Supremacist Propaganda,Elizabethtown,NC,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America first,"" ""America is not for sale,"" ""Reject poison,"" and ""To ourselves and our posterity.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Reject%20poison_sample.jpg
14364,5/23/20,White Supremacist Propaganda,Essex,VT,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""America is not for sale,"" ""Not stolen conquered,"" and ""Our tradition is revolution.""",https://www.adl.org/sites/default/files/2020-02/PF%20America%20is%20not%20for%20sale_sample.jpg
14365,5/23/20,White Supremacist Propaganda,Fort Worth,TX,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""For the nation against the state,"" ""America is not for sale,"" ""Reject poison,"" ""United we stand,"" and ""Not stolen conquered.""",https://www.adl.org/sites/default/files/2020-02/PF%20America%20is%20not%20for%20sale_sample.jpg
14366,5/23/20,White Supremacist Propaganda,Gaithersburg,MD,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""Better dead than red,"" ""Life liberty victory,"" and ""United we stand.""",https://www.adl.org/sites/default/files/2019-03/PF%20Better%20dead%20than%20red.jpg
14367,5/23/20,White Supremacist Propaganda,Germantown,MD,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Life of our nation liberty of our people victory of the American spirit,"" ""America first,"" ""Reclaim America,"" and ""Our tradition is revolution.""",https://www.adl.org/sites/default/files/2019-03/PF%20reclaim%20America.jpg
14368,5/23/20,White Supremacist Propaganda,Grand Island,NE,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""America first,"" ""Reject poison,"" and ""Life liberty victory.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20America%20First_sample.jpg
14369,5/23/20,White Supremacist Propaganda,Akron,OH,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda in Highland Square that read: ""America is not for sale"" and ""To ourselves and our posterity.""",https://www.adl.org/sites/default/files/2020-02/PF%20America%20is%20not%20for%20sale_sample.jpg
14370,5/23/20,White Supremacist Propaganda,Hopkins,MN,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""Better dead than red,"" ""Our tradition is revolution,"" and ""To ourselves and our posterity.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Better%20dead%20than%20red%20sticker_sample.jpg
14371,5/23/20,White Supremacist Propaganda,Huron,SD,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Life of our nation liberty of our people victory of the American spirit,"" ""For the nation against the state,"" ""Better dead than red,"" and ""Reject poison.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Life%20of%20our%20nation_sample.jpg
14372,5/23/20,White Supremacist Propaganda,Newport Beach,CA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda in Balboa Island that read: ""Life of our nation liberty of our people victory of the American spirit,"" ""Strong families make strong nations,"" ""To ourselves and our posterity,"" ""Not stolen conquered,"" and ""Revolution is tradition.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Life%20of%20our%20nation_sample.jpg
14373,5/23/20,White Supremacist Propaganda,Worthington,OH,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, painted graffiti featuring the Patriot Front flag that read: ""Patriotfront.us.""",
14374,5/23/20,White Supremacist Propaganda,St. Joseph,MN,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda at College of Saint Benedict that read: ""America is not for sale,"" ""Life liberty victory,"" and ""Reclaim America.""",https://www.adl.org/sites/default/files/2019-03/PF%20reclaim%20America.jpg
14375,5/23/20,White Supremacist Propaganda,Hastings,NE,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda at Hastings College that read: ""America first,"" ""For the nation against the state,"" and ""Reclaim America.""",https://www.adl.org/sites/default/files/2020-02/PF%20For%20the%20nation_sample.jpg
14376,5/21/20,White Supremacist Propaganda,Andover,MA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""No more foreign wars,"" ""Our tradition is revolution,"" and ""Patriotfront.us.""",
14377,5/21/20,White Supremacist Propaganda,Aurora,NE,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""Life liberty victory,"" ""America first,"" and ""For the nation against the state.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20America%20First_sample.jpg
14378,5/21/20,White Supremacist Propaganda,Braddock Heights,MD,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Life liberty victory,"" ""America first,"" ""To ourselves and our posterity,"" and ""For the nation against the state.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20America%20First_sample.jpg
14379,5/21/20,White Supremacist Propaganda,Braintree,MA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""America is not for sale,"" ""Not stolen conquered,"" and ""Life liberty victory.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Not%20stolen%20conquered%20sticker_sample.jpg
14380,5/21/20,White Supremacist Propaganda,Brattleboro,VT,Right Wing (White Supremacist),Revolt Through Tradition,"Revolt Through Tradition, an alt right group, distributed propaganda featuring the group's logo that read: ""Revolt through Tradition"" and ""Learn train preserve.""",
14381,5/21/20,White Supremacist Propaganda,Brooklyn Park,MN,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America first"" and ""For the nation against the state.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20America%20First_sample.jpg
14382,5/21/20,White Supremacist Propaganda,Burlington,VT,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Life liberty victory,"" ""America first,"" ""To ourselves and our posterity,"" ""Reclaim America,"" ""America is not for sale,"" ""Not stolen conquered,"" ""For the nation against the state,"" and ""Our tradition is revolution.""",https://www.adl.org/sites/default/files/2020-02/PF%20America%20is%20not%20for%20sale_sample.jpg
14383,5/21/20,White Supremacist Propaganda,Cambridge,MA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Reject poison,"" ""For the nation against the state,"" ""To ourselves and our posterity,"" and ""Our tradition is revolution.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Reject%20poison_sample.jpg
14384,5/21/20,White Supremacist Propaganda,Capron,IL,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America is not for sale,"" ""Reclaim America,"" and ""Not stolen conquered.""",https://www.adl.org/sites/default/files/2019-03/PF%20reclaim%20America.jpg
14385,5/21/20,White Supremacist Propaganda,Cedar Rapids,IA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""To ourselves and our posterity,"" ""America first,"" and ""Our tradition is revolution.""",https://www.adl.org/sites/default/files/2019-03/PF%20To%20ourselves%20and%20our%20posterity.jpg
14386,5/21/20,White Supremacist Propaganda,Clarksville,IN,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""For the nation against the state,"" ""Better dead than red,"" ""Our tradition is revolution,"" and ""Patriotfront.us.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Better%20dead%20than%20red%20sticker_sample.jpg
14387,5/21/20,White Supremacist Propaganda,Cocoa Beach,FL,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America is not for sale,"" ""For the nation against the state,"" ""Revolution is tradition,"" and ""Patriotfront.us.""",https://www.adl.org/sites/default/files/2020-02/PF%20Revolution%20is%20tradition_sample.jpg
14388,5/21/20,White Supremacist Propaganda,Dekalb,IL,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Not stolen conquered,"" ""Better dead than red,"" ""To ourselves and our posterity,"" and ""For the nation against the state.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Not%20stolen%20conquered%20sticker_sample.jpg
